x_coord,y_coord,Bent,Exotic,FR I,FR II,Point Source,S/Z shaped,Should be discarded,X-Shaped,typical,confidence,max_prob,num_labels
1.068,-24.605,0,0,0,0,0,0,0,0,0,0.47640657,0.47640657,0
1.069,-24.397,0,0,0,1,0,0,0,0,0,0.5526348,0.5526348,1
1.077,-24.45,0,0,1,0,0,0,0,0,0,0.5511342,0.5511342,1
1.091,-24.631,0,0,0,0,0,0,0,0,0,0.42625257,0.42625257,0
1.1,-24.445,1,0,0,0,0,0,0,0,0,0.66444355,0.66444355,1
1.101,-24.996,0,0,0,1,0,0,0,0,0,0.5449158,0.5449158,1
1.109,-24.936,1,0,0,0,0,0,0,0,0,0.5280117,0.5280117,1
1.118,-24.696,0,0,0,1,0,0,0,0,0,0.57378525,0.57378525,1
1.129,-24.866,0,0,0,0,1,0,0,0,0,0.5307154,0.5307154,1
1.13,-25.121,0,0,1,0,0,0,0,0,0,0.58490354,0.58490354,1
1.144,-24.526,0,0,0,1,0,0,0,0,0,0.5162185,0.5162185,1
1.158,-24.189,0,0,0,0,0,0,0,0,0,0.47205362,0.47205362,0
1.159,-66.941,0,0,1,0,0,0,0,0,0,0.5716496,0.5716496,1
1.161,-23.746,0,0,1,0,0,0,0,0,0,0.5822548,0.5822548,1
1.166,-24.878,0,0,0,0,0,0,0,0,0,0.4750788,0.4750788,0
1.213,-24.959,0,0,1,0,0,0,0,0,0,0.6752171,0.6752171,1
1.22,-24.566,1,0,0,0,0,0,0,0,0,0.57501274,0.57501274,1
1.227,-24.34,0,0,0,1,0,0,0,0,0,0.761227,0.761227,1
1.228,-24.668,0,0,0,1,0,0,0,0,0,0.55439913,0.55439913,1
1.236,-24.883,0,0,1,0,0,0,0,0,0,0.59165365,0.59165365,1
1.24,-24.761,1,0,1,0,0,0,0,0,0,0.5236349,0.5236349,2
1.244,-24.585,0,0,0,0,0,0,0,0,0,0.47768864,0.47768864,0
1.244,-25.565,0,0,0,1,0,0,0,0,0,0.67213786,0.67213786,1
1.245,-24.416,0,0,0,0,0,0,0,0,0,0.4407004,0.4407004,0
1.253,-24.665,0,0,0,1,0,0,0,0,0,0.536573,0.536573,1
1.256,-24.689,0,0,0,1,0,0,0,0,0,0.69864404,0.69864404,1
1.265,-25.605,0,0,0,1,0,0,0,0,0,0.6746003,0.6746003,1
1.269,-65.782,0,0,0,1,0,0,0,0,0,0.5176528,0.5176528,1
1.272,-24.73,0,0,0,1,0,0,0,0,0,0.5035412,0.5035412,1
1.279,-24.22,0,0,1,0,0,0,0,0,0,0.55261266,0.55261266,1
1.287,-24.477,0,0,0,1,0,0,0,0,0,0.6533884,0.6533884,1
1.315,-85.031,0,0,1,0,0,0,0,0,0,0.5405021,0.5405021,1
1.341,-24.436,1,0,0,0,0,0,0,0,0,0.5527992,0.5527992,1
1.342,-24.523,0,0,0,0,0,0,0,0,0,0.4860576,0.4860576,0
1.346,-24.176,1,0,0,0,0,0,0,0,0,0.52729154,0.52729154,1
1.351,-24.564,1,0,1,0,0,0,0,0,0,0.6159448,0.6159448,2
1.359,-24.177,0,0,0,1,0,0,0,0,0,0.6657563,0.6657563,1
1.359,-24.703,0,0,0,0,0,0,0,0,0,0.439985,0.439985,0
1.37,-66.644,0,0,0,1,0,0,0,0,0,0.54092616,0.54092616,1
1.382,-24.037,0,0,0,1,0,0,0,0,0,0.62829846,0.62829846,1
1.405,-24.369,0,0,0,0,0,0,0,0,0,0.4949541,0.4949541,0
1.418,-24.622,0,0,0,0,1,0,0,0,0,0.65938187,0.65938187,1
1.423,-25.648,0,0,1,0,0,0,0,0,0,0.58812284,0.58812284,1
1.43,-65.237,1,0,0,0,0,0,0,0,0,0.57747287,0.57747287,1
1.434,-25.128,0,0,0,1,0,0,0,0,0,0.7495999,0.7495999,1
1.454,-25.024,0,0,0,1,0,0,0,0,0,0.61510307,0.61510307,1
1.455,-25.149,0,0,0,0,0,0,0,0,0,0.42436174,0.42436174,0
1.456,-25.059,0,0,0,1,0,0,0,0,0,0.5845654,0.5845654,1
1.477,-65.241,0,0,1,0,0,0,0,0,0,0.58244103,0.58244103,1
1.48,-85.604,0,0,0,0,0,0,0,0,0,0.47247094,0.47247094,0
1.483,-66.638,0,0,0,1,0,0,0,0,0,0.6655341,0.6655341,1
1.487,-24.821,1,0,0,0,0,0,0,0,0,0.64657706,0.64657706,1
1.488,-24.458,0,0,0,0,0,0,0,0,0,0.44610447,0.44610447,0
1.499,-24.199,0,0,0,0,0,0,0,0,0,0.47634202,0.47634202,0
1.499,-24.777,0,0,0,1,0,0,0,0,0,0.6687445,0.6687445,1
1.515,-25.121,1,0,0,0,0,0,0,0,0,0.53352535,0.53352535,1
1.516,-66.097,0,0,0,1,0,0,0,0,0,0.58430797,0.58430797,1
1.547,-25.028,0,0,0,1,0,0,0,0,0,0.67082065,0.67082065,1
1.558,-24.225,0,0,0,0,0,0,0,0,0,0.40643364,0.40643364,0
1.565,-25.033,0,0,0,0,0,0,0,0,0,0.448826,0.448826,0
1.582,-24.623,0,0,0,0,0,0,0,0,0,0.42460677,0.42460677,0
1.582,-25.092,0,0,0,1,0,0,0,0,0,0.5001732,0.5001732,1
1.588,-24.254,0,0,0,1,0,0,0,0,0,0.5451623,0.5451623,1
1.598,-24.318,0,0,0,1,0,0,0,0,0,0.5757526,0.5757526,1
1.601,-24.638,0,0,0,1,0,0,0,0,0,0.5865215,0.5865215,1
1.603,-23.633,0,0,0,1,0,0,0,0,0,0.59929365,0.59929365,1
1.606,-24.897,0,0,0,1,0,0,0,0,0,0.7002918,0.7002918,1
1.616,-25.142,0,0,0,0,1,0,0,0,0,0.68548113,0.68548113,1
1.618,-23.961,0,0,0,1,0,0,0,0,0,0.55942845,0.55942845,1
1.632,-84.839,0,0,0,1,0,0,0,0,0,0.5880977,0.5880977,1
1.635,-25.363,0,0,0,0,0,0,0,0,0,0.47343376,0.47343376,0
1.636,-66.133,0,0,0,0,0,0,0,0,0,0.43655825,0.43655825,0
1.641,-66.667,0,0,1,0,0,0,0,0,0,0.6172385,0.6172385,1
1.653,-25.118,0,0,1,0,0,0,0,0,0,0.55722654,0.55722654,1
1.661,-85.035,0,0,0,1,0,0,0,0,0,0.65565765,0.65565765,1
1.662,-25.216,0,0,0,1,0,0,0,0,0,0.5316797,0.5316797,1
1.681,-25.08,0,0,0,0,0,0,0,0,0,0.41927293,0.41927293,0
1.709,-24.527,0,0,0,1,0,0,0,0,0,0.7969413,0.7969413,1
1.718,-25.116,0,0,0,0,0,0,0,0,0,0.48140824,0.48140824,0
1.719,-25.171,0,0,0,1,0,0,0,0,0,0.64696074,0.64696074,1
1.729,-24.16,0,0,0,1,0,0,0,0,0,0.5572777,0.5572777,1
1.754,-66.308,0,0,1,0,0,0,0,0,0,0.508197,0.508197,1
1.759,-24.728,0,0,1,0,0,0,0,0,0,0.54332906,0.54332906,1
1.775,-65.945,0,0,0,0,0,0,0,0,0,0.47577187,0.47577187,0
1.785,-23.744,0,0,1,0,0,0,0,0,0,0.5579361,0.5579361,1
1.789,-24.372,1,0,0,0,0,0,0,0,0,0.560735,0.560735,1
1.789,-85.847,0,0,0,0,0,0,0,0,0,0.46767095,0.46767095,0
1.791,-65.965,0,0,0,1,0,0,0,0,0,0.5429487,0.5429487,1
1.791,-66.379,1,0,1,0,0,0,0,0,0,0.6294629,0.6294629,2
1.795,-25.216,0,0,1,0,0,0,0,0,0,0.6401454,0.6401454,1
1.826,-25.26,0,0,0,0,0,0,0,0,0,0.45912194,0.45912194,0
1.832,-24.78,0,0,0,0,0,0,0,0,0,0.48764184,0.48764184,0
1.837,-24.804,1,0,0,0,0,0,0,0,0,0.58747524,0.58747524,1
1.845,-24.848,0,0,1,0,0,0,0,0,0,0.51438534,0.51438534,1
1.849,-24.317,0,0,0,0,0,0,0,0,0,0.48203084,0.48203084,0
1.854,-66.647,0,0,0,1,0,0,0,0,0,0.5471607,0.5471607,1
1.867,-24.864,0,0,0,0,0,0,0,0,0,0.481872,0.481872,0
1.887,-24.777,0,0,0,1,0,0,0,0,0,0.71953106,0.71953106,1
1.915,-25.148,1,0,0,0,0,0,0,0,0,0.54317534,0.54317534,1
1.932,-66.932,0,0,0,1,0,0,0,0,0,0.56213766,0.56213766,1
1.934,-66.555,0,0,0,1,0,0,0,0,0,0.62902933,0.62902933,1
1.938,-66.289,1,0,0,0,0,0,0,0,0,0.55480105,0.55480105,1
1.939,-24.865,0,0,0,1,0,0,0,0,0,0.61040044,0.61040044,1
1.944,-65.163,0,0,0,0,1,0,0,0,0,0.7053765,0.7053765,1
1.946,-24.669,0,0,0,0,0,0,0,0,0,0.49258092,0.49258092,0
1.948,-25.364,0,0,0,1,0,0,0,0,0,0.6372966,0.6372966,1
1.983,-66.519,0,0,0,1,0,0,0,0,0,0.644356,0.644356,1
10.009,-9.18,0,0,0,0,0,0,0,0,0,0.48836008,0.48836008,0
10.016,-21.463,0,0,0,0,0,0,0,0,0,0.4032289,0.4032289,0
10.028,-9.522,0,0,0,0,0,0,0,0,0,0.46232092,0.46232092,0
10.036,-9.286,0,0,1,0,0,0,0,0,0,0.5135015,0.5135015,1
10.036,-9.715,0,0,0,1,0,0,0,0,0,0.65510184,0.65510184,1
10.042,-9.189,0,0,0,0,0,0,0,0,0,0.46710542,0.46710542,0
10.051,-20.19,0,0,1,0,0,0,0,0,0,0.54363847,0.54363847,1
10.08,-21.53,0,0,0,0,0,0,0,0,0,0.49025947,0.49025947,0
10.084,-9.952,0,0,0,0,0,0,0,0,0,0.45474508,0.45474508,0
10.102,-9.258,0,0,0,0,0,0,0,0,0,0.4387752,0.4387752,0
10.111,-21.018,0,0,1,0,0,0,0,0,0,0.5893514,0.5893514,1
10.116,-9.988,1,0,0,0,0,0,0,0,0,0.5646614,0.5646614,1
10.122,-20.112,1,0,0,0,0,0,0,0,0,0.7283406,0.7283406,1
10.124,-20.157,0,0,1,0,0,0,0,0,0,0.5521236,0.5521236,1
10.125,-20.787,1,0,0,0,0,0,0,0,0,0.58773404,0.58773404,1
10.127,-20.753,1,0,0,0,0,0,0,0,0,0.58368343,0.58368343,1
10.127,-9.68,0,0,0,0,0,0,0,0,0,0.4897788,0.4897788,0
10.128,-10.022,0,0,0,0,0,0,0,0,0,0.48383915,0.48383915,0
10.128,-9.67,0,0,0,0,1,0,0,0,0,0.5951955,0.5951955,1
10.139,-19.941,0,0,0,1,0,0,0,0,0,0.7412793,0.7412793,1
10.15,-8.838,0,0,1,0,0,0,0,0,0,0.6535218,0.6535218,1
10.164,-9.474,0,0,0,1,0,0,0,0,0,0.59612757,0.59612757,1
10.176,-8.948,0,0,0,0,1,0,0,0,0,0.51055187,0.51055187,1
10.192,-20.711,1,0,0,0,0,0,0,0,0,0.5256144,0.5256144,1
10.192,-9.693,1,0,0,0,0,0,0,0,0,0.51239264,0.51239264,1
10.193,-8.716,0,0,0,1,0,0,0,0,0,0.5320308,0.5320308,1
10.194,-9.233,0,0,0,1,0,0,0,0,0,0.6112621,0.6112621,1
10.197,-9.211,0,0,1,0,0,0,0,0,0,0.56847024,0.56847024,1
10.201,-20.728,0,0,0,0,1,0,0,0,0,0.5615082,0.5615082,1
10.204,-9.81,0,0,0,1,0,0,0,0,0,0.63748616,0.63748616,1
10.211,-20.753,0,0,1,0,0,0,1,0,0,0.61936045,0.61936045,2
10.216,-8.905,0,0,0,1,0,0,0,0,0,0.67556435,0.67556435,1
10.227,-20.542,0,0,1,0,0,0,0,0,0,0.69819033,0.69819033,1
10.227,-9.02,0,0,0,1,0,0,0,0,0,0.5989237,0.5989237,1
10.236,-20.709,0,0,0,0,0,0,0,0,0,0.43867338,0.43867338,0
10.237,-9.237,0,0,0,1,0,0,0,0,0,0.5557961,0.5557961,1
10.241,-9.087,1,0,0,0,0,0,0,0,0,0.5184864,0.5184864,1
10.246,-9.621,0,0,0,1,0,0,0,0,0,0.66402525,0.66402525,1
10.248,-9.734,0,0,0,0,0,0,0,0,0,0.46126217,0.46126217,0
10.248,-9.989,0,0,0,0,0,0,0,0,0,0.4419738,0.4419738,0
10.259,-9.209,0,0,0,1,0,0,0,0,0,0.5661182,0.5661182,1
10.26,-20.29,0,0,0,1,0,0,0,0,0,0.67236626,0.67236626,1
10.267,-9.054,0,0,1,0,0,0,0,0,0,0.5629326,0.5629326,1
10.274,-9.408,1,0,0,0,0,0,0,0,0,0.50181466,0.50181466,1
10.277,-9.296,0,0,0,0,0,0,0,0,0,0.46435446,0.46435446,0
10.29,-20.593,1,0,0,0,0,0,0,0,0,0.5731759,0.5731759,1
10.303,-21.523,0,0,0,0,1,0,0,0,0,0.5063598,0.5063598,1
10.305,-21.085,0,0,0,0,1,0,0,0,0,0.5220505,0.5220505,1
10.317,-20.518,1,0,0,0,0,0,0,0,0,0.688073,0.688073,1
10.332,-20.556,0,0,0,0,0,0,0,0,0,0.39832586,0.39832586,0
10.332,-9.391,0,0,0,1,0,0,0,0,0,0.5808778,0.5808778,1
10.339,-9.055,0,0,1,0,0,0,0,0,0,0.5570248,0.5570248,1
10.35,-20.97,0,0,0,0,0,0,0,0,0,0.4949401,0.4949401,0
10.365,-9.704,0,0,0,1,0,0,0,0,0,0.6268876,0.6268876,1
10.367,-8.844,0,0,0,1,0,0,0,0,0,0.58679056,0.58679056,1
10.371,-9.375,1,0,0,0,0,0,0,0,0,0.74939495,0.74939495,1
10.373,-20.211,0,0,0,0,0,0,0,0,0,0.42306918,0.42306918,0
10.377,-9.263,0,0,0,0,1,0,0,0,0,0.52253085,0.52253085,1
10.387,-9.466,1,0,0,0,0,0,0,0,0,0.6880907,0.6880907,1
10.39,-20.332,0,0,0,1,0,0,0,0,0,0.5679839,0.5679839,1
10.392,-9.92,1,0,0,0,0,0,0,0,0,0.5320719,0.5320719,1
10.393,-8.268,0,0,0,0,1,0,0,0,0,0.5269271,0.5269271,1
10.398,-9.655,0,0,0,0,0,0,0,0,0,0.42442024,0.42442024,0
10.406,-9.361,0,0,0,1,0,0,0,0,0,0.60314393,0.60314393,1
10.419,-9.375,0,0,0,0,0,0,0,0,0,0.4824808,0.4824808,0
10.43,-9.117,0,0,0,0,0,0,0,0,0,0.48756865,0.48756865,0
10.431,-9.659,0,0,1,0,0,0,0,0,0,0.5205877,0.5205877,1
10.437,-9.444,1,1,0,0,0,0,0,0,0,0.6915401,0.6915401,2
10.438,-9.464,1,1,0,0,0,0,0,0,0,0.56359035,0.56359035,2
10.44,-20.459,0,0,0,0,0,0,0,0,0,0.45974648,0.45974648,0
10.449,-9.117,0,0,1,0,0,0,0,0,0,0.50683045,0.50683045,1
10.45,-9.278,0,0,0,0,0,0,0,0,0,0.47126472,0.47126472,0
10.451,-9.346,0,0,0,0,0,0,0,0,0,0.42614716,0.42614716,0
10.452,-8.77,0,0,0,0,0,0,0,0,0,0.48666158,0.48666158,0
10.455,-9.605,0,0,0,1,0,0,0,0,0,0.55866885,0.55866885,1
10.46,-9.304,0,0,0,1,0,0,0,0,0,0.54263,0.54263,1
10.461,-20.082,0,0,0,0,0,0,0,0,0,0.48572078,0.48572078,0
10.462,-20.697,0,0,0,0,0,0,0,0,0,0.44802216,0.44802216,0
10.462,-8.85,0,0,0,0,0,0,0,0,0,0.42664433,0.42664433,0
10.462,-9.167,0,0,0,1,0,0,0,0,0,0.63141173,0.63141173,1
10.465,-19.953,1,0,0,0,0,0,0,0,0,0.51634246,0.51634246,1
10.467,-9.43,1,0,0,0,0,0,0,0,0,0.8960172,0.8960172,1
10.468,-9.262,0,0,0,1,0,0,0,0,0,0.61736417,0.61736417,1
10.473,-9.492,0,0,0,0,0,0,0,0,0,0.48072758,0.48072758,0
10.475,-9.5,1,0,0,0,0,0,0,0,0,0.5223775,0.5223775,1
10.479,-20.741,0,0,0,0,0,0,0,0,0,0.47702545,0.47702545,0
10.49,-19.843,0,0,0,1,0,0,0,0,0,0.56073385,0.56073385,1
10.493,-9.282,0,0,1,0,0,0,0,0,0,0.5400392,0.5400392,1
10.498,-9.641,0,0,0,0,0,0,0,0,0,0.4784942,0.4784942,0
10.499,-20.829,0,0,0,1,0,0,0,0,0,0.55247664,0.55247664,1
10.507,-9.296,0,0,0,1,0,0,0,0,0,0.5826395,0.5826395,1
10.513,-8.626,0,0,0,0,0,0,0,0,0,0.498076,0.498076,0
10.523,-9.475,0,0,0,0,0,0,0,0,0,0.49195695,0.49195695,0
10.525,-9.561,0,0,0,1,0,0,0,0,0,0.5926033,0.5926033,1
10.528,-20.38,0,0,1,0,0,0,0,0,0,0.64699036,0.64699036,1
10.53,-9.607,0,0,0,0,0,0,0,0,0,0.39003292,0.39003292,0
10.534,-20.978,0,0,0,1,0,0,0,0,0,0.56188744,0.56188744,1
10.535,-8.827,0,0,0,0,0,0,0,0,0,0.42265448,0.42265448,0
10.536,-19.879,0,0,0,0,1,0,0,0,0,0.6991672,0.6991672,1
10.538,-8.851,0,0,1,0,0,0,0,0,0,0.5194959,0.5194959,1
10.538,-9.161,0,0,0,0,0,0,0,0,0,0.3485767,0.3485767,0
10.538,-9.673,0,0,0,0,0,0,0,0,0,0.39841598,0.39841598,0
10.539,-19.704,0,0,0,1,0,0,0,0,0,0.76124334,0.76124334,1
10.54,-21.596,1,0,0,0,0,0,0,0,0,0.5419796,0.5419796,1
10.545,-10.091,0,0,1,0,0,0,0,0,0,0.6679666,0.6679666,1
10.548,-21.35,0,0,0,0,0,0,0,0,0,0.45623994,0.45623994,0
10.56,-9.546,0,0,0,1,0,0,0,0,0,0.52917266,0.52917266,1
10.562,-9.46,0,0,1,0,0,0,0,0,0,0.61433077,0.61433077,1
10.574,-19.765,0,0,1,0,0,0,0,0,0,0.65494055,0.65494055,1
10.576,-10.066,0,0,0,0,1,0,0,0,0,0.573396,0.573396,1
10.584,-9.59,0,0,0,1,0,0,0,0,0,0.5766975,0.5766975,1
10.591,-20.619,0,0,0,0,0,0,0,0,0,0.4947146,0.4947146,0
10.592,-20.809,0,0,1,0,0,0,0,0,0,0.54241556,0.54241556,1
10.592,-9.488,0,0,0,1,0,0,0,0,0,0.5596876,0.5596876,1
10.598,-8.725,0,0,0,0,0,0,0,0,0,0.44444144,0.44444144,0
10.607,-8.964,0,0,0,0,0,0,0,0,0,0.48678657,0.48678657,0
10.608,-8.475,0,0,0,1,0,0,0,0,0,0.5118405,0.5118405,1
10.615,-9.816,1,0,1,0,0,0,0,0,0,0.5776693,0.5776693,2
10.62,-20.598,0,0,0,0,0,0,0,0,0,0.45659405,0.45659405,0
10.624,-9.945,0,0,0,0,1,0,0,0,0,0.67635286,0.67635286,1
10.626,-9.359,0,0,0,0,0,0,0,0,0,0.44063878,0.44063878,0
10.628,-20.194,0,0,0,1,0,0,0,0,0,0.6640034,0.6640034,1
10.628,-20.79,0,0,0,1,0,0,0,0,0,0.6710127,0.6710127,1
10.631,-20.583,0,0,0,1,0,0,0,0,0,0.6164039,0.6164039,1
10.631,-20.673,0,0,0,0,0,0,0,0,0,0.3929448,0.3929448,0
10.634,-8.263,0,0,0,1,0,0,0,0,0,0.60878986,0.60878986,1
10.634,-8.339,0,0,0,1,0,0,0,0,0,0.70873195,0.70873195,1
10.636,-20.748,1,0,0,0,0,0,0,0,0,0.5233902,0.5233902,1
10.638,-21.112,0,0,0,1,0,0,0,0,0,0.6363078,0.6363078,1
10.641,-9.908,1,0,0,0,0,0,0,0,0,0.64439845,0.64439845,1
10.642,-8.726,0,0,0,0,0,0,0,0,0,0.4758902,0.4758902,0
10.642,-9.722,0,0,0,1,0,0,0,0,0,0.61773825,0.61773825,1
10.65,-9.853,0,0,0,0,0,0,0,0,0,0.4275191,0.4275191,0
10.655,-9.92,0,0,1,0,0,0,0,0,0,0.5395636,0.5395636,1
10.656,-20.639,0,0,0,0,0,0,0,0,0,0.4966263,0.4966263,0
10.66,-20.78,0,0,0,1,0,0,0,0,0,0.51803887,0.51803887,1
10.66,-9.832,0,0,1,0,0,0,0,0,0,0.5588158,0.5588158,1
10.661,-8.932,0,0,0,0,0,0,0,0,0,0.47082913,0.47082913,0
10.67,-9.515,1,0,0,0,0,0,0,0,0,0.56861836,0.56861836,1
10.671,-20.016,0,0,1,0,0,0,0,0,0,0.5519988,0.5519988,1
10.671,-20.795,1,0,0,0,0,0,0,0,0,0.5262844,0.5262844,1
10.674,-21.233,0,0,0,0,0,0,0,0,0,0.38427007,0.38427007,0
10.677,-20.378,0,0,1,0,0,0,0,0,0,0.6178194,0.6178194,1
10.677,-20.578,0,0,0,1,0,0,0,0,0,0.5420036,0.5420036,1
10.682,-21.011,0,0,0,1,0,0,0,0,0,0.5633017,0.5633017,1
10.685,-10.055,0,0,0,0,0,0,0,0,0,0.36243728,0.36243728,0
10.691,-9.431,0,0,0,1,0,0,0,0,0,0.5013191,0.5013191,1
10.693,-10.051,0,0,0,0,0,0,1,0,0,0.5268398,0.5268398,1
10.708,-20.286,0,0,0,1,0,0,0,0,0,0.6387553,0.6387553,1
10.719,-9.552,1,0,0,0,0,0,0,0,0,0.6012826,0.6012826,1
10.72,-9.607,0,0,0,0,0,0,0,0,0,0.4011424,0.4011424,0
10.729,-9.956,0,0,1,0,0,0,0,0,0,0.520299,0.520299,1
10.741,-20.904,0,0,0,0,0,0,0,0,0,0.3533801,0.3533801,0
10.744,-20.58,0,0,0,0,0,0,1,0,0,0.5909417,0.5909417,1
10.745,-9.23,1,0,0,0,0,0,0,0,0,0.67422146,0.67422146,1
10.748,-9.529,0,0,0,0,0,0,0,0,0,0.46711105,0.46711105,0
10.755,-9.447,1,0,0,0,0,0,0,0,0,0.51541233,0.51541233,1
10.761,-20.747,0,0,1,0,0,0,0,0,0,0.5481286,0.5481286,1
10.761,-9.364,0,0,1,0,0,0,0,0,0,0.6323979,0.6323979,1
10.763,-20.621,0,0,0,0,0,0,1,0,0,0.50362957,0.50362957,1
10.779,-20.254,1,0,0,0,0,0,0,0,0,0.59004664,0.59004664,1
10.787,-20.612,0,0,0,0,0,0,0,0,0,0.45764256,0.45764256,0
10.798,-20.533,0,1,0,0,0,0,0,0,0,0.72638184,0.72638184,1
10.808,-20.572,0,0,1,0,0,0,0,0,0,0.5140313,0.5140313,1
10.814,-20.547,0,1,0,0,0,0,0,0,0,0.5438537,0.5438537,1
10.818,-8.952,0,0,0,1,0,0,0,0,0,0.6264348,0.6264348,1
10.833,-20.668,1,0,0,0,0,0,0,0,0,0.5275866,0.5275866,1
10.838,-9.297,0,0,0,1,0,0,0,0,0,0.5545518,0.5545518,1
10.84,-9.593,0,0,0,0,0,0,0,0,0,0.4162001,0.4162001,0
10.848,-20.32,0,0,0,1,0,0,0,0,0,0.5275729,0.5275729,1
10.853,-20.628,0,0,0,1,0,0,0,0,0,0.60459226,0.60459226,1
10.86,-10.332,0,0,0,0,0,0,0,0,0,0.45146003,0.45146003,0
10.86,-20.596,0,0,0,1,0,0,0,0,0,0.7098697,0.7098697,1
10.867,-8.964,0,0,0,0,0,0,0,0,0,0.39409062,0.39409062,0
10.872,-10.177,0,0,0,0,0,0,0,0,0,0.49373117,0.49373117,0
10.872,-20.326,0,0,0,1,0,0,0,0,0,0.51549244,0.51549244,1
10.877,-8.954,0,0,0,0,1,0,0,0,0,0.687143,0.687143,1
10.88,-20.283,0,0,0,0,1,0,0,0,0,0.5604149,0.5604149,1
10.882,-10.162,0,0,0,0,0,0,0,0,0,0.477436,0.477436,0
10.883,-20.6,0,0,0,0,1,0,0,0,0,0.5819089,0.5819089,1
10.887,-21.045,0,0,1,0,0,0,0,0,0,0.52559227,0.52559227,1
10.896,-8.61,0,0,0,0,0,0,0,0,0,0.44002867,0.44002867,0
10.902,-19.619,0,0,0,1,0,0,0,0,0,0.622476,0.622476,1
10.902,-20.701,1,0,0,0,0,0,0,0,0,0.89119154,0.89119154,1
10.907,-9.151,1,0,0,0,0,0,0,0,0,0.5176474,0.5176474,1
10.916,-21.21,0,0,0,1,0,0,0,0,0,0.6321635,0.6321635,1
10.918,-10.218,1,0,1,0,0,0,0,0,0,0.65906715,0.65906715,2
10.925,-10.358,0,0,1,0,0,0,0,0,0,0.50190103,0.50190103,1
10.941,-20.499,0,0,0,0,1,0,0,0,0,0.5089229,0.5089229,1
10.954,-20.33,0,0,1,0,0,0,0,0,0,0.6273676,0.6273676,1
10.957,-21.312,0,0,1,0,0,0,0,0,0,0.6414666,0.6414666,1
10.971,-20.458,0,0,0,1,0,0,0,0,0,0.5876372,0.5876372,1
10.971,-9.244,0,0,0,0,0,0,0,0,0,0.47416067,0.47416067,0
10.972,-19.59,0,0,0,0,0,0,0,0,0,0.47534806,0.47534806,0
10.98,-20.279,0,0,0,0,0,0,0,0,0,0.45491198,0.45491198,0
10.981,-20.416,0,0,0,0,0,0,0,0,0,0.46340942,0.46340942,0
10.982,-9.252,0,0,0,0,0,0,0,0,0,0.41592425,0.41592425,0
10.988,-20.617,0,0,0,0,0,0,0,0,0,0.4986678,0.4986678,0
10.993,-9.372,0,0,1,0,0,0,0,0,0,0.7117536,0.7117536,1
100.001,-54.222,0,0,0,1,0,0,0,0,0,0.6874088,0.6874088,1
100.013,-54.305,0,0,1,0,0,0,0,0,0,0.591346,0.591346,1
100.023,-54.1,0,0,0,0,0,0,0,0,0,0.4978654,0.4978654,0
100.031,-47.924,0,0,0,1,0,0,0,0,0,0.6912972,0.6912972,1
100.041,-54.872,0,0,0,0,0,0,0,0,0,0.48238647,0.48238647,0
100.049,-48.515,0,0,0,1,0,0,0,0,0,0.596217,0.596217,1
100.051,-48.324,1,0,0,0,0,0,0,0,0,0.5560159,0.5560159,1
